Gender;Age;Region;Attention to Desing;Role to Desing;Important aspects;Positive emotions;User Decisions;Aspect ;Positive color;Negative color;Color of education site;Reaction
Женский;18-21;Приволжский;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Желтый;Красный;Нейтрально
Мужской;22-26;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Серый;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Красный;Зеленый;Желтый;Нейтрально
Мужской;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Желтый;Серый;Зеленый;Нейтрально
Мужской;14-17;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Голубой;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Визуальные элементы;Минималистичный и сдержанный;Редко;Быстрая загрузка страниц;Голубой;Зеленый;Желтый;Нейтрально
Мужской;22-26;Северо-Западный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Голубой;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Северо-Кавказский;Постоянно;Умеренную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Серый;Красный;Зеленый;Нейтрально
Женский;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Зеленый;Голубой;Зеленый;Положительно
Мужской;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Зеленый;Серый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Приволжский;Постоянно;Неважную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Голубой;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Красный;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Желтый;Желтый;Серый;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Желтый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Желтый;Зеленый;Зеленый;Отрицательно
Женский;18-21;Южный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Никогда;Более интуитивная навигация;Серый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Желтый;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Соотношение пропорций;Яркий и креативный;Почти всегда;Более интуитивная навигация;Зеленый;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Визуальные элементы;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Серый;Красный;Серый;Положительно
Мужской;18-21;Северо-Западный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Серый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Зеленый;Голубой;Положительно
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Яркий и креативный;Иногда;Улучшенная читаемость текста;Голубой;Желтый;Зеленый;Нейтрально
Мужской;18-21;Приволжский;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Желтый;Серый;Серый;Отрицательно
Мужской;18-21;Центральный;Иногда;Крайне важную;Интерактивность элементов;Яркий и креативный;Иногда;Быстрая загрузка страниц;Серый;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Зеленый;Зеленый;Зеленый;Положительно
Мужской;18-21;Южный;Постоянно;Крайне важную;Цветовая гамма и оформление;Яркий и креативный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Мужской;27-30;Приволжский;Постоянно;Крайне важную;Качество изображения;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Желтый;Серый;Нейтрально
Женский;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Постоянно;Умеренную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Желтый;Зеленый;Нейтрально
Мужской;18-21;Северо-Западный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Зеленый;Красный;Нейтрально
Мужской;18-21;Сибирский;Постоянно;Важную;Удобство навигации;Яркий и креативный;Редко;Более интуитивная навигация;Голубой;Голубой;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Никогда;Более интуитивная навигация;Зеленый;Зеленый;Красный;Нейтрально
Мужской;27-30;Центральный;Постоянно;Важную;Интерактивность элементов;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Яркий и креативный;Иногда;Улучшенная читаемость текста;Красный;Зеленый;Красный;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Красный;Голубой;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Красный;Зеленый;Голубой;Нейтрально
Мужской;36 и старше;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Мужской;18-21;Уральский;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Зеленый;Красный;Нейтрально
Мужской;18-21;Северо-Западный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Никогда;Улучшенная читаемость текста;Красный;Красный;Зеленый;Нейтрально
Мужской;18-21;Южный;Постоянно;Крайне важную;Визуальные элементы;Яркий и креативный;Иногда;Зеленый;Зеленый;Красный;Зеленый;Положительно
Женский;18-21;Уральский;Иногда;Крайне важную;Цветовая гамма и оформление;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Серый;Зеленый;Положительно
Мужской;27-30;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Голубой;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Женский;14-17;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Желтый;Нейтрально
Мужской;27-30;Центральный;Постоянно;Крайне важную;Визуальные элементы;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Серый;Красный;Нейтрально
Мужской;18-21;Уральский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;36 и старше;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Голубой;Красный;Зеленый;Нейтрально
Женский;31-35;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Редко;Больше визуальных элементов;Красный;Зеленый;Серый;Нейтрально
Мужской;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Красный;Зеленый;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Редко;Более интуитивная навигация;Серый;Красный;Зеленый;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Серый;Зеленый;Серый;Положительно
Мужской;18-21;Уральский;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Визуальные элементы;Яркий и креативный;Иногда;Больше визуальных элементов;Зеленый;Красный;Красный;Отрицательно
Женский;27-30;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Желтый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Серый;Зеленый;Зеленый;Отрицательно
Женский;27-30;Приволжский;Постоянно;Важную;Визуальные элементы;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Серый;Зеленый;Нейтрально
Мужской;27-30;Центральный;Иногда;Умеренную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Серый;Зеленый;Красный;Нейтрально
Женский;31-35;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Больше визуальных элементов;Зеленый;Красный;Зеленый;Положительно
Мужской;18-21;Сибирский;Постоянно;Важную;Цветовая гамма и оформление;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Красный;Красный;Отрицательно
Женский;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Голубой;Серый;Нейтрально
Мужской;14-17;Приволжский;Постоянно;Важную;Соотношение пропорций;Яркий и креативный;Иногда;Улучшенная читаемость текста;Зеленый;Серый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Важную;Качество изображения;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Мужской;18-21;Южный;Постоянно;Крайне важную;Цветовая гамма и оформление;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Серый;Отрицательно
Мужской;18-21;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Голубой;Голубой;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Желтый;Зеленый;Нейтрально
Женский;14-17;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;31-35;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Желтый;Серый;Нейтрально
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Зеленый;Красный;Положительно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Больше визуальных элементов;Серый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Зеленый;Серый;Голубой;Нейтрально
Мужской;18-21;Центральный;Постоянно;Неважную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Голубой;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Зеленый;Зеленый;Голубой;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Больше визуальных элементов;Красный;Серый;Зеленый;Нейтрально
Женский;18-21;Южный;Постоянно;Важную;Интерактивность элементов;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Зеленый;Голубой;Желтый;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Красный;Красный;Отрицательно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Иногда;Важную;Цветовая гамма и оформление;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Положительно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Никогда;Более интуитивная навигация;Красный;Зеленый;Красный;Положительно
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Визуальные элементы;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Никогда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Цветовая гамма и оформление;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Серый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Желтый;Голубой;Положительно
Женский;18-21;Не из России;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Серый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Желтый;Желтый;Зеленый;Нейтрально
Мужской;22-26;Центральный;Постоянно;Важную;Цветовая гамма и оформление;Яркий и креативный;Редко;Более интуитивная навигация;Красный;Красный;Серый;Отрицательно
Мужской;22-26;Северо-Западный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Желтый;Зеленый;Нейтрально
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Голубой;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Зеленый;Желтый;Нейтрально
Мужской;18-21;Южный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Яркий и креативный;Редко;Быстрая загрузка страниц;Красный;Серый;Красный;Положительно
Мужской;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Уральский;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Желтый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Умеренную;Соотношение пропорций;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Желтый;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Зеленый;Голубой;Голубой;Зеленый;Нейтрально
Мужской;18-21;Уральский;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Желтый;Зеленый;Желтый;Положительно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Зеленый;Желтый;Зеленый;Положительно
Женский;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Больше визуальных элементов;Желтый;Серый;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Никогда;Более интуитивная навигация;Голубой;Зеленый;Серый;Нейтрально
Женский;18-21;Центральный;Постоянно;Неважную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Зеленый;Зеленый;Зеленый;Положительно
Женский;18-21;Центральный;Иногда;Крайне важную;Визуальные элементы;Яркий и креативный;Почти всегда;Больше визуальных элементов;Голубой;Красный;Красный;Отрицательно
Женский;18-21;Приволжский;Постоянно;Крайне важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Редко;Улучшенная читаемость текста;Голубой;Зеленый;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Важную;Визуальные элементы;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Голубой;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Серый;Красный;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Желтый;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Красный;Серый;Нейтрально
Мужской;22-26;Уральский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Больше визуальных элементов;Красный;Зеленый;Желтый;Нейтрально
Женский;22-26;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Голубой;Красный;Зеленый;Нейтрально
Мужской;14-17;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Зеленый;Зеленый;Зеленый;Зеленый;Положительно
Мужской;27-30;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Красный;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Женский;14-17;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Серый;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Голубой;Зеленый;Нейтрально
Мужской;27-30;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Красный;Серый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Серый;Красный;Нейтрально
Мужской;31-35;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Никогда;Более интуитивная навигация;Зеленый;Зеленый;Красный;Нейтрально
Мужской;31-35;Центральный;Постоянно;Крайне важную;Визуальные элементы;Яркий и креативный;Почти всегда;Улучшенная читаемость текста;Голубой;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Желтый;Красный;Красный;Отрицательно
Мужской;18-21;Приволжский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Красный;Красный;Отрицательно
Женский;18-21;Сибирский;Постоянно;Крайне важную;Интерактивность элементов;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Интерактивность элементов;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Красный;Зеленый;Нейтрально
Мужской;22-26;Южный;Постоянно;Неважную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Желтый;Красный;Красный;Отрицательно
Женский;14-17;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Желтый;Желтый;Зеленый;Нейтрально
Мужской;31-35;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Редко;Более интуитивная навигация;Голубой;Серый;Серый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Красный;Серый;Положительно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;27-30;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Мужской;14-17;Центральный;Иногда;Умеренную;Интерактивность элементов;Яркий и креативный;Иногда;Зеленый;Серый;Зеленый;Красный;Нейтрально
Женский;22-26;Приволжский;Иногда;Крайне важную;Визуальные элементы;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Уральский;Постоянно;Важную;Качество изображения;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Серый;Красный;Нейтрально
Мужской;31-35;Центральный;Иногда;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
